FlSort,FlCde,Fleet,Flotte,Year/An,TFCde,TypeFishery,TypePêcherie,GrSort,GrCde,Gear,Engin,GrGroup,GrGroupe,GrMult,ClassLow,ClassHigh,ClassTypeCode,CLass type,noBoats_nBateaux,Fgrounds
26,"JPN    ",JAPAN,JAPON,1952,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
26,"JPN    ",JAPAN,JAPON,1952,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
26,"JPN    ",JAPAN,JAPON,1953,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,4,PELAGIC
26,"JPN    ",JAPAN,JAPON,1953,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,6,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1954,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1954,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
26,"JPN    ",JAPAN,JAPON,1954,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,10,PELAGIC
26,"JPN    ",JAPAN,JAPON,1954,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,17,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1955,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,4,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1955,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,4,PELAGIC
26,"JPN    ",JAPAN,JAPON,1955,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,13,PELAGIC
26,"JPN    ",JAPAN,JAPON,1955,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,23,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1956,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,8,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1956,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,8,PELAGIC
26,"JPN    ",JAPAN,JAPON,1956,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,24,PELAGIC
26,"JPN    ",JAPAN,JAPON,1956,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,42,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1957,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1957,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,10,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1957,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,9,PELAGIC
26,"JPN    ",JAPAN,JAPON,1957,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,22,PELAGIC
26,"JPN    ",JAPAN,JAPON,1957,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,37,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1958,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1958,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,14,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1958,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,15,PELAGIC
26,"JPN    ",JAPAN,JAPON,1958,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,19,PELAGIC
26,"JPN    ",JAPAN,JAPON,1958,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,32,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1959,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1959,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,18,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1959,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,19,PELAGIC
26,"JPN    ",JAPAN,JAPON,1959,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,28,PELAGIC
26,"JPN    ",JAPAN,JAPON,1959,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,49,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1960,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1960,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,16,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1960,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,16,PELAGIC
26,"JPN    ",JAPAN,JAPON,1960,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,44,PELAGIC
26,"JPN    ",JAPAN,JAPON,1960,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,75,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,20,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,21,PELAGIC
26,"JPN    ",JAPAN,JAPON,1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,50,PELAGIC
26,"JPN    ",JAPAN,JAPON,1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,86,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1961,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,20,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,20,PELAGIC
26,"JPN    ",JAPAN,JAPON,1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,54,PELAGIC
26,"JPN    ",JAPAN,JAPON,1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,93,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1962,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,24,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,24,PELAGIC
26,"JPN    ",JAPAN,JAPON,1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,47,PELAGIC
26,"JPN    ",JAPAN,JAPON,1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,80,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1963,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1963,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,2,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,23,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,23,PELAGIC
26,"JPN    ",JAPAN,JAPON,1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,57,PELAGIC
26,"JPN    ",JAPAN,JAPON,1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,98,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1964,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1964,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,10,24,LOA,Length overall,6,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1964,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,4,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,17,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,17,PELAGIC
26,"JPN    ",JAPAN,JAPON,1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,68,PELAGIC
26,"JPN    ",JAPAN,JAPON,1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,117,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,3,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1965,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,6,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1965,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,10,24,LOA,Length overall,3,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1965,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,4,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,2,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,25,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,26,PELAGIC
26,"JPN    ",JAPAN,JAPON,1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,78,PELAGIC
26,"JPN    ",JAPAN,JAPON,1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,134,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,3,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1966,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,5,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,24,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,24,PELAGIC
26,"JPN    ",JAPAN,JAPON,1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,110,PELAGIC
26,"JPN    ",JAPAN,JAPON,1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,188,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,46,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1967,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,8,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,111,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,113,PELAGIC
26,"JPN    ",JAPAN,JAPON,1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,105,PELAGIC
26,"JPN    ",JAPAN,JAPON,1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,180,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,33,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1968,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,23,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,8,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,113,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,115,PELAGIC
26,"JPN    ",JAPAN,JAPON,1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,80,PELAGIC
26,"JPN    ",JAPAN,JAPON,1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,169,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,41,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1969,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,5,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,1970,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,10,15,LOA,Length overall,1929,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,7,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,106,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,108,PELAGIC
26,"JPN    ",JAPAN,JAPON,1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,55,PELAGIC
26,"JPN    ",JAPAN,JAPON,1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,152,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,36,PELAGIC
45,"SUN    ",SOVIET UNION,UNION SOVIÉTIQUE,1970,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,18,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,1970,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,5,10,LOA,Length overall,2789,PELAGIC
48,"TZA    ",TANZANIA,TANZANIE,1970,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,1,10,GRT,Gross Registered Tonnage,2639,COASTAL
33,"MDV    ",MALDIVES,MALDIVES,1971,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,10,15,LOA,Length overall,2011,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,15,24,LOA,Length overall,5,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,76,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,158,PELAGIC
26,"JPN    ",JAPAN,JAPON,1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,54,PELAGIC
26,"JPN    ",JAPAN,JAPON,1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,170,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,1971,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,52,PELAGIC
