FlSort,FlCde,Fleet,Flotte,Year/An,TFCde,TypeFishery,TypePêcherie,GrSort,GrCde,Gear,Engin,GrGroup,GrGroupe,GrMult,ClassLow,ClassHigh,ClassTypeCode,CLass type,noBoats_nBateaux,Fgrounds
1,"AUS    ",AUSTRALIA,AUSTRALIE,2000,ART,Artisanal Fishing,Pêcheries artisanales,6,SPOR,Sport fishing,Pêche sportive,Line,Lignes,0,4,20,LOA,Length overall,10,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2000,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,10,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2000,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,1,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2000,IND,Industrial Fishing,Pêcheries industrielles,9,TRAW,Trawl,Chaluts,Other,Autres,0,10,40,LOA,Length overall,24,COASTAL
32,"MYS    ",MALAYSIA,MALAISIE,2000,ART,Artisanal Fishing,Pêcheries artisanales,9,TRAW,Trawl,Chaluts,Other,Autres,0,10,70,GRT,Gross Registered Tonnage,2977,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2000,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,4,20,LOA,Length overall,60,PELAGIC
32,"MYS    ",MALAYSIA,MALAISIE,2000,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,1,10,GRT,Gross Registered Tonnage,201,COASTAL
33,"MDV    ",MALDIVES,MALDIVES,2000,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,5,10,LOA,Length overall,130,PELAGIC
9,"TMP    ",EAST TIMOR,TIMOR ORIENTAL,2000,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,6,8,LOA,Length overall,150,COASTAL
41,"SAU    ",SAUDI ARABIA,ARABIE SAOUDITE,2000,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,5,25,LOA,Length overall,9619,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2000,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,1,8,LOA,Length overall,23799,"ALL    "
46,"LKA    ",SRI LANKA,SRI LANKA,2000,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,8,9,LOA,Length overall,2635,"ALL    "
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,3,BB,Baitboat,Canne,Baitboat,Canne,0,20,50,LOA,Length overall,3,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,30,50,GT,Gross Tonnage,8,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,50,150,GT,Gross Tonnage,1,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2001,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,10,15,LOA,Length overall,1194,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,15,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,25,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,3,PELAGIC
14,"EUMYT  ",EU.FRANCE.MAYOTTE,UE.FRANCE.MAYOTTE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,1,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,27,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,7,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
18,"EUPRT  ",EU.PORTUGAL,UE.PORTUGAL,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,4,PELAGIC
18,"EUPRT  ",EU.PORTUGAL,UE.PORTUGAL,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,6,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,4,PELAGIC
21,"GIN    ",GUINEA,GUINÉE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,3,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,3,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,10,PELAGIC
44,"ZAF    ",SOUTH AFRICA,AFRIQUE DU SUD,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,4,PELAGIC
44,"ZAF    ",SOUTH AFRICA,AFRIQUE DU SUD,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,8,PELAGIC
57,"NEIFR  ",NEI.FROZEN,NCA.CONGELÉ,2001,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
4,"BLZ    ",BELIZE,BELIZE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
4,"BLZ    ",BELIZE,BELIZE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
5,"CHN    ",CHINA,CHINE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,10,PELAGIC
5,"CHN    ",CHINA,CHINE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,70,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,138,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,73,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,0,15,LOA,Length overall,59,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,940,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,176,PELAGIC
37,"OMN    ",OMAN,OMAN,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
55,"NEICE  ",NEI.FRESH,NCA.FRAIS,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,14,PELAGIC
55,"NEICE  ",NEI.FRESH,NCA.FRAIS,2001,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,7,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,G/L,Gillnet and Longline combination,Filet maillant et Palangre,Gillnet,Filet maillant,1,9,18,LOA,Length overall,1572,PELAGIC
37,"OMN    ",OMAN,OMAN,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GIHA,Gillnet and hand line,Filet maillant et Ligne à main,Gillnet,Filet maillant,1,1,10,LOA,Length overall,12959,COASTAL
54,"YEM    ",YEMEN,YÉMEN,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GIHT,Gillnet and hand line and troll line,Filet maillant et ligne à main et ligne de traîne,Gillnet,Filet maillant,1,5,26,LOA,Length overall,9545,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,4,20,LOA,Length overall,10,COASTAL
2,"BHR    ",BAHRAIN,BAHREÏN,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,4,20,LOA,Length overall,60,COASTAL
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,0,2,GRT,Gross Registered Tonnage,6790,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,3,20,GRT,Gross Registered Tonnage,1070,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,21,50,GRT,Gross Registered Tonnage,1165,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,51,100,GRT,Gross Registered Tonnage,859,"ALL    "
32,"MYS    ",MALAYSIA,MALAISIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,1,10,GRT,Gross Registered Tonnage,4699,COASTAL
37,"OMN    ",OMAN,OMAN,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,10,24,LOA,Length overall,499,COASTAL
38,"PAK    ",PAKISTAN,PAKISTAN,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,35,50,GRT,Gross Registered Tonnage,2079,"ALL    "
40,"QAT    ",QATAR,QATAR,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,10,24,LOA,Length overall,515,COASTAL
49,"THA    ",THAILAND,THAÏLANDE,2001,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,14,25,LOA,Length overall,49,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,4,20,LOA,Length overall,7,COASTAL
33,"MDV    ",MALDIVES,MALDIVES,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,4,6,LOA,Length overall,13,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,5,10,LOA,Length overall,181,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,7,12,LOA,Length overall,89,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,9,26,LOA,Length overall,11,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HATR,Hand line and Troll line,Ligne à main et Ligne de traîne,Line,Lignes,1,4,20,LOA,Length overall,134,COASTAL
2,"BHR    ",BAHRAIN,BAHREÏN,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,HATR,Hand line and Troll line,Ligne à main et Ligne de traîne,Line,Lignes,1,4,20,LOA,Length overall,22,COASTAL
4,"BLZ    ",BELIZE,BELIZE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,4,PELAGIC
4,"BLZ    ",BELIZE,BELIZE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,19,PELAGIC
4,"BLZ    ",BELIZE,BELIZE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,60,80,LOA,Length overall,3,PELAGIC
5,"CHN    ",CHINA,CHINE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,12,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,11,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,286,PELAGIC
22,"IND    ",INDIA,INDE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,5,PELAGIC
26,"JPN    ",JAPAN,JAPON,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,5,PELAGIC
26,"JPN    ",JAPAN,JAPON,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,194,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,23,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
37,"OMN    ",OMAN,OMAN,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,4,PELAGIC
39,"PHL    ",PHILIPPINES,PHILIPPINES,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,17,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,9,PELAGIC
48,"TZA    ",TANZANIA,TANZANIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
48,"TZA    ",TANZANIA,TANZANIE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
49,"THA    ",THAILAND,THAÏLANDE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
57,"NEIFR  ",NEI.FROZEN,NCA.CONGELÉ,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,6,PELAGIC
57,"NEIFR  ",NEI.FROZEN,NCA.CONGELÉ,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,44,PELAGIC
57,"NEIFR  ",NEI.FROZEN,NCA.CONGELÉ,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,60,80,LOA,Length overall,3,PELAGIC
22,"IND    ",INDIA,INDE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LLEX,Exploratory longline,Palangre de prospection,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
22,"IND    ",INDIA,INDE,2001,IND,Industrial Fishing,Pêcheries industrielles,5,LLEX,Exploratory longline,Palangre de prospection,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,10,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,3,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,2,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,13,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,2,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,1,PELAGIC
14,"EUMYT  ",EU.FRANCE.MAYOTTE,UE.FRANCE.MAYOTTE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,2,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,12,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,3,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,2,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,2,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,3,PELAGIC
26,"JPN    ",JAPAN,JAPON,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,1,PELAGIC
26,"JPN    ",JAPAN,JAPON,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,1,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,9,PELAGIC
49,"THA    ",THAILAND,THAÏLANDE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,1,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,8,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,2,PELAGIC
59,"NEISU  ",NEI.EXSOVIET,NCA.EXSOVIÉTIQUE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,1,PELAGIC
59,"NEISU  ",NEI.EXSOVIET,NCA.EXSOVIÉTIQUE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,8,PELAGIC
60,"EUITA  ",EU.ITALY,EU.ITALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,1,NULL
60,"EUITA  ",EU.ITALY,EU.ITALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,1,PELAGIC
32,"MYS    ",MALAYSIA,MALAISIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,1,PSS,Small purse seine,Senneur côtier,Purse Seine,Senne tournante,0,10,70,GRT,Gross Registered Tonnage,245,COASTAL
49,"THA    ",THAILAND,THAÏLANDE,2001,ART,Artisanal Fishing,Pêcheries artisanales,1,PSS,Small purse seine,Senneur côtier,Purse Seine,Senne tournante,0,14,25,LOA,Length overall,317,"ALL    "
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,SPOR,Sport fishing,Pêche sportive,Line,Lignes,0,4,20,LOA,Length overall,6,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,7,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2001,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,0,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2001,IND,Industrial Fishing,Pêcheries industrielles,9,TRAW,Trawl,Chaluts,Other,Autres,0,10,40,LOA,Length overall,21,COASTAL
32,"MYS    ",MALAYSIA,MALAISIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,9,TRAW,Trawl,Chaluts,Other,Autres,0,10,70,GRT,Gross Registered Tonnage,3015,COASTAL
49,"THA    ",THAILAND,THAÏLANDE,2001,ART,Artisanal Fishing,Pêcheries artisanales,9,TRAW,Trawl,Chaluts,Other,Autres,0,14,25,LOA,Length overall,949,COASTAL
32,"MYS    ",MALAYSIA,MALAISIE,2001,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,1,10,GRT,Gross Registered Tonnage,219,COASTAL
